"Município";"Quantidade_aprovada"
510452 Ipiranga do Norte;221
510454 Itanhangá;1400
510455 Itaúba;812
510460 Itiquira;851
510480 Jaciara;4302
510490 Jangada;359
510500 Jauru;702
510510 Juara;3830
510515 Juína;3921
510517 Juruena;680
510520 Juscimeira;1821
510523 Lambari D'Oeste;597
510525 Lucas do Rio Verde;8202
510530 Luciara;78
510558 Marcelândia;2087
510560 Matupá;919
510562 Mirassol d'Oeste;2547
510590 Nobres;1984
510600 Nortelândia;149
510610 Nossa Senhora do Livramento;1919
510615 Nova Bandeirantes;1517
510620 Nova Brasilândia;258
510621 Nova Canaã do Norte;2513
510880 Nova Guarita;94
510618 Nova Lacerda;181
510885 Nova Marilândia;212
510890 Nova Maringá;285
510895 Nova Monte Verde;890
510622 Nova Mutum;3055
510617 Nova Nazaré;487
510623 Nova Olímpia;1295
510619 Nova Santa Helena;529
510624 Nova Ubiratã;700
510625 Nova Xavantina;2436
510627 Novo Horizonte do Norte;756
510626 Novo Mundo;568
510631 Novo Santo Antônio;269
510628 Novo São Joaquim;172
510629 Paranaíta;1089
510630 Paranatinga;2102
510637 Pedra Preta;2234
510642 Peixoto de Azevedo;3460
510645 Planalto da Serra;100
510650 Poconé;3610
510665 Pontal do Araguaia;35
510670 Ponte Branca;57
510675 Pontes e Lacerda;4250
510677 Porto Alegre do Norte;255
510680 Porto dos Gaúchos;429
510682 Porto Esperidião;2104
510685 Porto Estrela;258
510700 Poxoréo;2748
510704 Primavera do Leste;8817
510706 Querência;2673
510715 Reserva do Cabaçal;592
510718 Ribeirão Cascalheira;468
510719 Ribeirãozinho;82
510720 Rio Branco;1154
510757 Rondolândia;19
510760 Rondonópolis;26482
510770 Rosário Oeste;1019
510775 Salto do Céu;605
510724 Santa Carmem;468
510774 Santa Cruz do Xingu;37
510776 Santa Rita do Trivelato;336
510777 Santa Terezinha;396
510726 Santo Afonso;165
510779 Santo Antônio do Leste;268
510780 Santo Antônio do Leverger;745
510785 São Félix do Araguaia;1006
510729 São José do Povo;182
510730 São José do Rio Claro;1379
510735 São José do Xingu;318
510710 São José dos Quatro Marcos;2450
510740 São Pedro da Cipa;787
510787 Sapezal;1501
510788 Serra Nova Dourada;182
510790 Sinop;17204
510792 Sorriso;7178
510794 Tabaporã;1768
510795 Tangará da Serra;7757
510800 Tapurah;516
510805 Terra Nova do Norte;829
510810 Tesouro;662
510820 Torixoréu;127
510830 União do Sul;186
510835 Vale de São Domingos;317
510840 Várzea Grande;47526
510850 Vera;439
510550 Vila Bela da Santíssima Trindade;642
510860 Vila Rica;794
520005 Abadia de Goiás;2276
520010 Abadiânia;2044
520013 Acreúna;4981
520015 Adelândia;52
520017 Água Fria de Goiás;166
520020 Água Limpa;99
520025 Águas Lindas de Goiás;34425
520030 Alexânia;3908
520050 Aloândia;163
520055 Alto Horizonte;510
520060 Alto Paraíso de Goiás;1938
520080 Alvorada do Norte;1046
520082 Amaralina;30
520085 Americano do Brasil;779
520090 Amorinópolis;204
520110 Anápolis;52790
520120 Anhanguera;66
520130 Anicuns;1142
520140 Aparecida de Goiânia;88656
520145 Aparecida do Rio Doce;241
520150 Aporé;913
520160 Araçu;539
520170 Aragarças;982
520180 Aragoiânia;1024
520215 Araguapaz;138
520235 Arenópolis;160
520250 Aruanã;1311
520260 Aurilândia;71
520280 Avelinópolis;735
520310 Baliza;109
520320 Barro Alto;63
520330 Bela Vista de Goiás;4918
520340 Bom Jardim de Goiás;864
520350 Bom Jesus de Goiás;4545
520355 Bonfinópolis;1604
520357 Bonópolis;40
520360 Brazabrantes;1223
520380 Britânia;258
520390 Buriti Alegre;471
520393 Buriti de Goiás;114
520396 Buritinópolis;69
520400 Cabeceiras;815
520410 Cachoeira Alta;1516
520420 Cachoeira de Goiás;231
520425 Cachoeira Dourada;373
520430 Caçu;1568
520440 Caiapônia;2159
520450 Caldas Novas;7056
520455 Caldazinha;1774
520460 Campestre de Goiás;383
520465 Campinaçu;484
520470 Campinorte;236
520480 Campo Alegre de Goiás;622
520485 Campo Limpo de Goiás;563
520490 Campos Belos;1352
520495 Campos Verdes;532
520500 Carmo do Rio Verde;579
520505 Castelândia;412
520510 Catalão;11536
520520 Caturaí;390
520530 Cavalcante;350
520540 Ceres;2773
520545 Cezarina;1111
520547 Chapadão do Céu;2352
520549 Cidade Ocidental;13969
520551 Cocalzinho de Goiás;2814
520552 Colinas do Sul;267
520570 Córrego do Ouro;176
520580 Corumbá de Goiás;1219
520590 Corumbaíba;1068
520620 Cristalina;4684
520630 Cristianópolis;154
520640 Crixás;1555
520650 Cromínia;597
520660 Cumari;50
520670 Damianópolis;228
520680 Damolândia;1050
520690 Davinópolis;26
520710 Diorama;220
520830 Divinópolis de Goiás;148
520725 Doverlândia;569
520735 Edealina;68
520740 Edéia;920
520750 Estrela do Norte;33
520753 Faina;604
520760 Fazenda Nova;783
520780 Firminópolis;900
520790 Flores de Goiás;299
520800 Formosa;16325
520810 Formoso;933
520815 Gameleira de Goiás;715
520840 Goianápolis;2113
520850 Goiandira;407
520860 Goianésia;5025
520870 Goiânia;245918
520880 Goianira;11983
520890 Goiás;3231
520910 Goiatuba;1990
520915 Gouvelândia;895
520920 Guapó;2353
520929 Guaraíta;99
520940 Guarani de Goiás;651
520945 Guarinos;54
520960 Heitoraí;115
520970 Hidrolândia;4965
520980 Hidrolina;36
520990 Iaciara;1407
520993 Inaciolândia;141
520995 Indiara;835
521000 Inhumas;11336
521010 Ipameri;2886
521015 Ipiranga de Goiás;198
521020 Iporá;3773
521030 Israelândia;32
521040 Itaberaí;4984
521056 Itaguari;326
521060 Itaguaru;334
521080 Itajá;714
521090 Itapaci;1890
521100 Itapirapuã;963
521120 Itapuranga;1978
521130 Itarumã;635
521140 Itauçu;1946
521150 Itumbiara;5341
521160 Ivolândia;54
521170 Jandaia;1313
521180 Jaraguá;9210
521190 Jataí;7078
521200 Jaupaci;136
521205 Jesúpolis;379
521210 Joviânia;56
521220 Jussara;1640
521225 Lagoa Santa;95
521230 Leopoldo de Bulhões;469
521250 Luziânia;48310
521260 Mairipotaba;243
521270 Mambaí;1029
521280 Mara Rosa;671
521290 Marzagão;285
521295 Matrinchã;369
521300 Maurilândia;1311
521305 Mimoso de Goiás;159
521308 Minaçu;1296
521310 Mineiros;3930
521340 Moiporá;82
521350 Monte Alegre de Goiás;22
521370 Montes Claros de Goiás;1346
521375 Montividiu;821
521377 Montividiu do Norte;140
521380 Morrinhos;3935
521385 Morro Agudo de Goiás;233
521390 Mossâmedes;613
521400 Mozarlândia;679
521405 Mundo Novo;205
521410 Mutunópolis;104
521440 Nazário;1521
521450 Nerópolis;4915
521460 Niquelândia;3795
521470 Nova América;804
521480 Nova Aurora;72
521483 Nova Crixás;142
521486 Nova Glória;729
521487 Nova Iguaçu de Goiás;6
521490 Nova Roma;207
521500 Nova Veneza;419
521520 Novo Brasil;200
521523 Novo Gama;19295
521525 Novo Planalto;5
521530 Orizona;1836
521540 Ouro Verde de Goiás;152
521550 Ouvidor;382
521560 Padre Bernardo;3183
521565 Palestina de Goiás;248
521570 Palmeiras de Goiás;2691
521580 Palmelo;130
521590 Palminópolis;689
521600 Panamá;56
521630 Paranaiguara;785
521640 Paraúna;1581
521645 Perolândia;119
521680 Petrolina de Goiás;2451
521690 Pilar de Goiás;289
521710 Piracanjuba;5067
521720 Piranhas;2231
521730 Pirenópolis;6520
521740 Pires do Rio;4356
521760 Planaltina;18650
521770 Pontalina;2181
521800 Porangatu;1866
521805 Porteirão;443
521810 Portelândia;178
521830 Posse;2389
521839 Professor Jamil;813
521850 Quirinópolis;2170
521860 Rialma;1545
521870 Rianápolis;427
521878 Rio Quente;41
521880 Rio Verde;44473
521890 Rubiataba;2785
521900 Sanclerlândia;1302
521910 Santa Bárbara de Goiás;230
521920 Santa Cruz de Goiás;397
521925 Santa Fé de Goiás;1702
521930 Santa Helena de Goiás;10495
521935 Santa Isabel;308
521940 Santa Rita do Araguaia;1568
521945 Santa Rita do Novo Destino;43
521950 Santa Rosa de Goiás;564
521960 Santa Tereza de Goiás;544
521970 Santa Terezinha de Goiás;601
521971 Santo Antônio da Barra;549
521973 Santo Antônio de Goiás;1070
521975 Santo Antônio do Descoberto;5536
521980 São Domingos;4832
521990 São Francisco de Goiás;1573
522000 São João d'Aliança;1049
522005 São João da Paraúna;52
522010 São Luís de Montes Belos;2282
522015 São Luíz do Norte;873
522020 São Miguel do Araguaia;2069
522026 São Miguel do Passa Quatro;1693
522028 São Patrício;844
522040 São Simão;3167
522045 Senador Canedo;19876
522050 Serranópolis;405
522060 Silvânia;1995
522068 Simolândia;57
522070 Sítio d'Abadia;38
522100 Taquaral de Goiás;218
522108 Teresina de Goiás;54
522119 Terezópolis de Goiás;2494
522130 Três Ranchos;658
522140 Trindade;35360
522145 Trombas;85
522150 Turvânia;13
522155 Turvelândia;394
522157 Uirapuru;889
522160 Uruaçu;4361
522170 Uruana;793
522180 Urutaí;59
522185 Valparaíso de Goiás;32895
522190 Varjão;1327
522200 Vianópolis;2986
522205 Vicentinópolis;1780
522220 Vila Boa;190
522230 Vila Propício;150
530010 Brasília;749859
 
