Número da Publicação,Assunto,Região,Estado,Total
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,71808.00
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,86169.60
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI,172339.20
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,143616.00
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,157977.60
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,71808.00
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,114892.80
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,71808.00
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,43084.80
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,588825.60
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,114892.80
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,315955.20
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,57446.40
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE,157977.60
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,359040.00
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,2872320.00
GM 01240/2020,UTI,NORDESTE,MA,18432000.00
GM 01239/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 01239/2020,UTI,CENTRO-OESTE,MT,36000000.00
GM 01238/2020,UTI,NORDESTE,CE,29088000.00
GM 01237/2020,HPP PARA CUIDADOS PROLONGADOS,NORDESTE,RN,558000.00
GM 01236/2020,UTI,CENTRO-OESTE,MT,1872000.00
GM 01235/2020,UTI,NORDESTE,AL,1440000.00
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,445209.60
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,100531.20
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,71808.00
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,71808.00
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,157977.60
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,157977.60
GM 01216/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,301593.60
GM 01211/2020,UTI,CENTRO-OESTE,MS,1440000.00
GM 01208/2020,UTI,NORDESTE,BA,720000.00
GM 01206/2020,UTI,SUL,PR,63792000.00
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,28723.20
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,459571.20
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,86169.60
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,186700.80
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE,71808.00
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,315955.20
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ,143616.00
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,201062.40
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,71808.00
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,71808.00
GM 01191/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE,114892.80
GM 01190/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,-71808.00
GM 01189/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,71808.00
GM 01188/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,100531.20
GM 01187/2021,UTI,SUDESTE,MG,-480000.00
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,28723.20
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,71808.00
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,114892.80
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,86169.60
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,86169.60
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,430848.00
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,114892.80
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,157977.60
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,71808.00
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,301593.60
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,86169.60
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,1034035.20
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,28723.20
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,215424.00
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT,445209.60
GM 01150/2021,UTI,NORDESTE,PE,480000.00
GM 01150/2021,UTI,SUDESTE,MG,240000.00
GM 01150/2021,UTI,SUDESTE,SP,720000.00
GM 01150/2021,UTI,SUL,SC,960000.00
GM 01149/2021,UTI,NORTE,PA,1632000.00
GM 01149/2021,UTI,NORDESTE,AL,144000.00
GM 01149/2021,UTI,NORDESTE,CE,480000.00
GM 01149/2021,UTI,NORDESTE,PB,480000.00
GM 01149/2021,UTI,NORDESTE,PE,4608000.00
GM 01149/2021,UTI,NORDESTE,RN,720000.00
GM 01149/2021,UTI,NORDESTE,SE,384000.00
GM 01149/2021,UTI,SUDESTE,MG,2016000.00
GM 01149/2021,UTI,SUDESTE,RJ,5664000.00
GM 01149/2021,UTI,SUDESTE,SP,4944000.00
GM 01149/2021,UTI,SUL,RS,672000.00
GM 01149/2021,UTI,SUL,SC,1728000.00
GM 01149/2021,UTI,CENTRO-OESTE,MS,576000.00
GM 01147/2021,UTI,NORDESTE,CE,720000.00
GM 01147/2021,UTI,NORDESTE,PE,2016000.00
GM 01147/2021,UTI,SUDESTE,SP,240000.00
GM 01137/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,114892.80
GM 01137/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,287232.00
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,71808.00
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,2355302.40
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO,86169.60
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,1249459.20
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,660633.60
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,1034035.20
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,229785.60
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI,201062.40
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,976588.50
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,1464883.20
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES,660633.60
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,5802086.40
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ,574464.00
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,8372812.80
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,359040.00
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,1924454.40
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,359040.00
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,3633484.80
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,186700.80
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS,229785.60
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT,387763.20
GM 01134/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO,215424.00
GM 01134/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,86169.60
GM 01133/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO,215424.00
GM 01133/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,28723.20
GM 01121/2020,UTI,CENTRO-OESTE,MS,1440000.00
GM 01120/2020,UTI,NORTE,TO,6048000.00
GM 01118/2020,UTI,NORTE,AP,3168000.00
GM 01117/2020,UTI,SUDESTE,RJ,2736000.00
GM 01116/2020,UTI,SUDESTE,RJ,3312000.00
GM 01111/2020,UTI,NORDESTE,CE,2880000.00
GM 01109/2020,UTI,NORTE,AM,1440000.00
GM 01109/2020,UTI,NORTE,AP,1440000.00
GM 01109/2020,UTI,NORTE,RO,1440000.00
GM 01109/2020,UTI,NORDESTE,MA,1440000.00
GM 01109/2020,UTI,NORDESTE,PE,1440000.00
GM 01109/2020,UTI,NORDESTE,SE,1440000.00
GM 01109/2020,UTI,SUDESTE,ES,2880000.00
GM 01109/2020,UTI,CENTRO-OESTE,DF,1440000.00
GM 01109/2020,UTI,CENTRO-OESTE,GO,2880000.00
GM 01109/2020,UTI,CENTRO-OESTE,MT,1440000.00
GM 01093/2020,UTI,SUDESTE,MG,720000.00
GM 01092/2020,UTI,NORDESTE,RN,12960000.00
GM 01091/2020,UTI,NORDESTE,PE,1440000.00
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,301593.60
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,229785.60
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,172339.20
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,129254.40
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,43084.80
GM 01089/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,301593.60
GM 01089/2020,UTI,SUDESTE,SP,33696000.00
GM 01088/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,28723.20
GM 01088/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,430848.00
GM 01088/2020,UTI,NORDESTE,PB,11088000.00
GM 01087/2020,UTI,NORDESTE,PI,864000.00
GM 01086/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,43084.80
GM 01086/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,71808.00
GM 01086/2020,UTI,NORDESTE,PI,3600000.00
GM 01085/2020,UTI,NORDESTE,PB,720000.00
GM 01063/2021,UTI,SUDESTE,MG,-384000.00
GM 01059/2021,UTI,NORTE,AC,2400000.00
GM 01059/2021,UTI,NORTE,AM,13296000.00
GM 01059/2021,UTI,NORTE,AP,4080000.00
GM 01059/2021,UTI,NORTE,PA,19776000.00
GM 01059/2021,UTI,NORTE,RO,8208000.00
GM 01059/2021,UTI,NORTE,RR,4320000.00
GM 01059/2021,UTI,NORTE,TO,1776000.00
GM 01059/2021,UTI,NORDESTE,AL,18048000.00
GM 01059/2021,UTI,NORDESTE,BA,55632000.00
GM 01059/2021,UTI,NORDESTE,CE,50688000.00
GM 01059/2021,UTI,NORDESTE,MA,21648000.00
GM 01059/2021,UTI,NORDESTE,PB,12432000.00
GM 01059/2021,UTI,NORDESTE,PE,52320000.00
GM 01059/2021,UTI,NORDESTE,PI,15888000.00
GM 01059/2021,UTI,NORDESTE,RN,16848000.00
GM 01059/2021,UTI,NORDESTE,SE,9312000.00
GM 01059/2021,UTI,SUDESTE,ES,38832000.00
GM 01059/2021,UTI,SUDESTE,MG,108384000.00
GM 01059/2021,UTI,SUDESTE,RJ,41904000.00
GM 01059/2021,UTI,SUDESTE,SP,274752000.00
GM 01059/2021,UTI,SUL,PR,69600000.00
GM 01059/2021,UTI,SUL,RS,77232000.00
GM 01059/2021,UTI,SUL,SC,41040000.00
GM 01059/2021,UTI,CENTRO-OESTE,DF,8880000.00
GM 01059/2021,UTI,CENTRO-OESTE,GO,41808000.00
GM 01059/2021,UTI,CENTRO-OESTE,MS,14784000.00
GM 01059/2021,UTI,CENTRO-OESTE,MT,24432000.00
GM 01056/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,43084.80
GM 01046/2020,UTI,NORTE,AM,25776000.00
GM 01045/2020,UTI,SUL,SC,25200000.00
GM 01042/2020,UTI,NORDESTE,AL,3888000.00
GM 01038/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,430848.00
GM 01038/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,215424.00
GM 01033/2021,UTI,NORTE,PA,86169.60
GM 01033/2021,UTI,NORDESTE,BA,344678.40
GM 01033/2021,UTI,NORDESTE,CE,172339.20
GM 01033/2021,UTI,NORDESTE,MA,445209.60
GM 01033/2021,UTI,NORDESTE,PE,157977.60
GM 01033/2021,UTI,SUDESTE,MG,990950.40
GM 01033/2021,UTI,SUDESTE,RJ,186700.80
GM 01033/2021,UTI,SUDESTE,SP,473932.80
GM 01033/2021,UTI,SUL,SC,86169.60
GM 01033/2021,UTI,CENTRO-OESTE,MT,86169.60
GM 01028/2021,UTI,NORTE,PA,96000.00
GM 01028/2021,UTI,NORTE,RO,864000.00
GM 01028/2021,UTI,NORDESTE,BA,8400000.00
GM 01028/2021,UTI,NORDESTE,CE,480000.00
GM 01028/2021,UTI,NORDESTE,PE,1728000.00
GM 01028/2021,UTI,NORDESTE,PI,480000.00
GM 01028/2021,UTI,NORDESTE,SE,240000.00
GM 01028/2021,UTI,SUDESTE,MG,3792000.00
GM 01028/2021,UTI,SUDESTE,RJ,720000.00
GM 01028/2021,UTI,SUDESTE,SP,2256000.00
GM 01028/2021,UTI,SUL,RS,720000.00
GM 01028/2021,UTI,SUL,SC,480000.00
GM 01028/2021,UTI,CENTRO-OESTE,MT,3168000.00
GM 01026/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,57446.40
GM 01025/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,143616.00
GM 01024/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE,57446.40
GM 01023/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,201062.40
GM 01023/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,43084.80
GM 01023/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,71808.00
GM 01014/2020,UTI,CENTRO-OESTE,GO,20016000.00
GM 01013/2020,UTI,NORDESTE,AL,16128000.00
GM 01011/2021,UTI,NORTE,RO,288000.00
GM 01011/2021,UTI,NORDESTE,CE,720000.00
GM 01011/2021,UTI,NORDESTE,MA,1008000.00
GM 01011/2021,UTI,NORDESTE,PB,3936000.00
GM 01011/2021,UTI,NORDESTE,PE,1584000.00
GM 01011/2021,UTI,SUDESTE,ES,2448000.00
GM 01011/2021,UTI,SUDESTE,MG,480000.00
GM 01011/2021,UTI,SUDESTE,RJ,1728000.00
GM 01011/2021,UTI,SUDESTE,SP,7488000.00
GM 01011/2021,UTI,SUL,PR,3648000.00
GM 01011/2021,UTI,SUL,RS,288000.00
GM 01011/2021,UTI,SUL,SC,6816000.00
GM 01011/2021,UTI,CENTRO-OESTE,GO,1440000.00
GM 01011/2020,UTI,NORDESTE,PE,35424000.00
GM 00991/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,43084.80
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,272870.40
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,186700.80
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,373401.60
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,143616.00
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,43084.80
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,818611.20
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,488294.40
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,86169.60
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,129254.40
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,143616.00
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,143616.00
GM 00988/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO,71808.00
GM 00988/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,100531.20
GM 00947/2021,UTI,NORTE,AM,480000.00
GM 00947/2021,UTI,NORDESTE,PB,1536000.00
GM 00947/2021,UTI,NORDESTE,PE,1920000.00
GM 00947/2021,UTI,SUDESTE,ES,1920000.00
GM 00947/2021,UTI,SUDESTE,MG,3312000.00
GM 00947/2021,UTI,SUDESTE,RJ,19152000.00
GM 00947/2021,UTI,SUDESTE,SP,3168000.00
GM 00947/2021,UTI,SUL,PR,576000.00
GM 00947/2021,UTI,SUL,RS,240000.00
GM 00947/2021,UTI,SUL,SC,5904000.00
GM 00947/2021,UTI,CENTRO-OESTE,DF,2544000.00
GM 00947/2021,UTI,CENTRO-OESTE,MT,1200000.00
GM 00946/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO,129254.40
GM 00946/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,114892.80
GM 00946/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,732441.60
GM 00944/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE,28723.20
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,129254.40
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,114892.80
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,473932.80
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES,215424.00
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,258508.80
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,962227.20
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,43084.80
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,301593.60
GM 00928/2020,UTI,NORTE,AC,1440000.00
GM 00927/2020,UTI,CENTRO-OESTE,MS,2592000.00
GM 00926/2020,UTI,NORTE,PA,4608000.00
GM 00925/2020,UTI,CENTRO-OESTE,MS,720000.00
GM 00924/2020,UTI,CENTRO-OESTE,MS,2160000.00
GM 00918/2021,UTI,SUDESTE,MG,-480000.00
GM 00916/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,14361.60
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,315955.20
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,28723.20
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,588825.60
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,287232.00
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,71808.00
GM 00903/2020,UTI,NORDESTE,CE,25920000.00
GM 00902/2020,UTI,SUDESTE,MG,4380000.00
GM 00901/2020,UTI,SUL,SC,7592000.00
GM 00900/2020,UTI,NORDESTE,PI,1460000.00
GM 00899/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,43084.80
GM 00899/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,71808.00
GM 00899/2020,UTI,NORDESTE,SE,6424000.00
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,114892.80
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,732441.60
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,502656.00
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,143616.00
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,258508.80
GM 00898/2020,UTI,SUDESTE,SP,93600000.00
GM 00897/2021,UTI,NORTE,AC,2400000.00
GM 00897/2021,UTI,NORTE,AM,10416000.00
GM 00897/2021,UTI,NORTE,AP,3168000.00
GM 00897/2021,UTI,NORTE,PA,576000.00
GM 00897/2021,UTI,NORTE,RO,6912000.00
GM 00897/2021,UTI,NORTE,RR,4320000.00
GM 00897/2021,UTI,NORTE,TO,1776000.00
GM 00897/2021,UTI,NORDESTE,AL,14400000.00
GM 00897/2021,UTI,NORDESTE,BA,39552000.00
GM 00897/2021,UTI,NORDESTE,CE,39456000.00
GM 00897/2021,UTI,NORDESTE,MA,20880000.00
GM 00897/2021,UTI,NORDESTE,PB,10848000.00
GM 00897/2021,UTI,NORDESTE,PE,34752000.00
GM 00897/2021,UTI,NORDESTE,PI,14784000.00
GM 00897/2021,UTI,NORDESTE,RN,11664000.00
GM 00897/2021,UTI,NORDESTE,SE,7152000.00
GM 00897/2021,UTI,SUDESTE,ES,32928000.00
GM 00897/2021,UTI,SUDESTE,MG,94320000.00
GM 00897/2021,UTI,SUDESTE,RJ,32016000.00
GM 00897/2021,UTI,SUDESTE,SP,197472000.00
GM 00897/2021,UTI,SUL,PR,61728000.00
GM 00897/2021,UTI,SUL,RS,74016000.00
GM 00897/2021,UTI,SUL,SC,35328000.00
GM 00897/2021,UTI,CENTRO-OESTE,DF,7632000.00
GM 00897/2021,UTI,CENTRO-OESTE,GO,39744000.00
GM 00897/2021,UTI,CENTRO-OESTE,MS,14160000.00
GM 00897/2021,UTI,CENTRO-OESTE,MT,22368000.00
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,287232.00
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,660633.60
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,129254.40
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI,172339.20
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES,143616.00
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,603187.20
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,71808.00
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,143616.00
GM 00896/2020,UTI,CENTRO-OESTE,MS,720000.00
GM 00895/2021,UTI,SUDESTE,SP,-144000.00
GM 00895/2020,UTI,CENTRO-OESTE,MS,1022000.00
GM 00894/2020,UTI,NORDESTE,MA,14600000.00
GM 00893/2020,UTI,NORTE,PA,2920000.00
GM 00893/2020,UTI,NORDESTE,PE,1460000.00
GM 00893/2020,UTI,NORDESTE,RN,1460000.00
GM 00893/2020,UTI,SUL,PR,4380000.00
GM 00893/2020,UTI,SUL,SC,2920000.00
GM 00893/2020,UTI,CENTRO-OESTE,MS,1460000.00
GM 00865/2020,UTI,NORDESTE,BA,7300000.00
GM 00861/2020,UTI,NORTE,RO,7446000.00
GM 00859/2020,PANDEMIA,NORTE,RO,167753.23
GM 00858/2020,UTI,CENTRO-OESTE,DF,11680000.00
GM 00853/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,14361.60
GM 00851/2021,UTI,NORTE,RO,240000.00
GM 00851/2021,UTI,NORDESTE,AL,288000.00
GM 00851/2021,UTI,NORDESTE,BA,1296000.00
GM 00851/2021,UTI,NORDESTE,CE,240000.00
GM 00851/2021,UTI,NORDESTE,MA,768000.00
GM 00851/2021,UTI,NORDESTE,PB,192000.00
GM 00851/2021,UTI,NORDESTE,PE,7536000.00
GM 00851/2021,UTI,SUDESTE,ES,192000.00
GM 00851/2021,UTI,SUDESTE,RJ,2160000.00
GM 00851/2021,UTI,SUDESTE,SP,4176000.00
GM 00851/2021,UTI,SUL,RS,672000.00
GM 00851/2021,UTI,SUL,SC,480000.00
GM 00851/2021,UTI,CENTRO-OESTE,MT,480000.00
GM 00848/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE,445209.60
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,373401.60
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,86169.60
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES,143616.00
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,746803.20
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,129254.40
