Número_da_Publicação,Assunto,Região,Estado, Total 
GM 01453/2021,UTI,NORDESTE,RN," R$ 17,568,000.00 "
GM 01453/2021,UTI,NORDESTE,SE," R$ 9,936,000.00 "
GM 01453/2021,UTI,SUDESTE,ES," R$ 43,200,000.00 "
GM 01453/2021,UTI,SUDESTE,MG," R$ 117,984,000.00 "
GM 01453/2021,UTI,SUDESTE,RJ," R$ 74,928,000.00 "
GM 01453/2021,UTI,SUDESTE,SP," R$ 293,664,000.00 "
GM 01453/2021,UTI,SUL,PR," R$ 73,824,000.00 "
GM 01453/2021,UTI,SUL,RS," R$ 79,152,000.00 "
GM 01453/2021,UTI,SUL,SC," R$ 55,008,000.00 "
GM 01453/2021,UTI,CENTRO-OESTE,DF," R$ 11,424,000.00 "
GM 01453/2021,UTI,CENTRO-OESTE,GO," R$ 43,248,000.00 "
GM 01453/2021,UTI,CENTRO-OESTE,MS," R$ 15,360,000.00 "
GM 01453/2021,UTI,CENTRO-OESTE,MT," R$ 28,800,000.00 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AC," R$ 5,219,979.55 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AM," R$ 5,103,790.40 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AP," R$ 5,463,177.33 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,PA," R$ 43,738,912.75 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,RO," R$ 10,447,071.69 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORTE,TO," R$ 11,955,706.35 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,AL," R$ 40,213,539.79 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,BA," R$ 88,498,400.19 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,CE," R$ 104,402,583.10 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,MA," R$ 15,956,713.81 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PB," R$ 26,329,828.03 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PE," R$ 60,888,014.43 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PI," R$ 13,775,722.79 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,RN," R$ 23,294,690.75 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,SE," R$ 22,606,903.17 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,ES," R$ 35,493,587.42 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,MG," R$ 266,967,918.20 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,RJ," R$ 61,435,057.56 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,SP," R$ 378,928,756.50 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUL,PR," R$ 94,887,512.29 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUL,RS," R$ 175,441,643.00 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,SUL,SC," R$ 88,465,760.97 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,DF," R$ 14,834,375.05 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,GO," R$ 25,992,769.46 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MS," R$ 20,970,885.41 "
GM 01448/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MT," R$ 18,686,699.92 "
GM 01427/2020,UTI,SUDESTE,RJ," R$ 59,040,000.00 "
GM 01426/2020,UTI,SUDESTE,ES," R$ 11,088,000.00 "
GM 01425/2020,UTI,NORDESTE,PB," R$ 9,072,000.00 "
GM 01424/2020,UTI,SUDESTE,SP," R$ 61,344,000.00 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 459,571.20 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 2,527,641.60 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO," R$ 86,169.60 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 3,288,806.40 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 1,407,436.80 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 2,197,324.80 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 344,678.40 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 229,785.60 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 201,062.40 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 1,306,905.60 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 1,464,883.20 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES," R$ 660,633.60 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 8,774,937.60 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ," R$ 904,780.80 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 10,843,008.00 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 344,678.40 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 2,154,240.00 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 689,356.80 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 3,777,100.80 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 545,740.80 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS," R$ 229,785.60 "
GM 01407/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT," R$ 919,142.40 "
GM 01404/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 143,616.00 "
GM 01404/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 473,932.80 "
GM 01402/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 143,616.00 "
GM 01401/2021,UTI,NORTE,TO," R$ 6,816,000.00 "
GM 01401/2021,UTI,NORDESTE,BA," R$ 3,360,000.00 "
GM 01401/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 01401/2021,UTI,NORDESTE,MA," R$ 1,056,000.00 "
GM 01401/2021,UTI,NORDESTE,PB," R$ 1,632,000.00 "
GM 01401/2021,UTI,NORDESTE,PE," R$ 768,000.00 "
GM 01401/2021,UTI,NORDESTE,PI," R$ 240,000.00 "
GM 01401/2021,UTI,SUDESTE,MG," R$ 1,296,000.00 "
GM 01401/2021,UTI,SUDESTE,RJ," R$ 5,184,000.00 "
GM 01401/2021,UTI,SUDESTE,SP," R$ 4,512,000.00 "
GM 01401/2021,UTI,SUL,PR," R$ 672,000.00 "
GM 01401/2021,UTI,SUL,RS," R$ 48,000.00 "
GM 01401/2021,UTI,SUL,SC," R$ 480,000.00 "
GM 01401/2021,UTI,CENTRO-OESTE,MS," R$ 912,000.00 "
GM 01396/2020,UTI,NORDESTE,BA," R$ 3,744,000.00 "
GM 01395/2020,UTI,CENTRO-OESTE,DF," R$ 13,680,000.00 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AC," R$ 217,507.77 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AM," R$ 271,884.71 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,AP," R$ 153,755.49 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,PA," R$ 6,772,868.27 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,RO," R$ 971,438.82 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORTE,TO," R$ 775,578.29 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,AL," R$ 3,277,499.64 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,BA," R$ 9,493,220.05 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,CE," R$ 11,037,223.66 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,MA," R$ 1,671,897.12 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PB," R$ 1,483,177.97 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PE," R$ 13,595,031.27 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,PI," R$ 1,980,714.87 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,RN," R$ 3,001,278.14 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,NORDESTE,SE," R$ 2,942,309.01 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,ES," R$ 4,933,551.85 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,MG," R$ 64,396,226.34 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,RJ," R$ 8,345,826.23 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUDESTE,SP," R$ 76,944,489.09 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUL,PR," R$ 32,771,766.30 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUL,RS," R$ 49,379,560.73 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,SUL,SC," R$ 28,598,798.96 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,DF," R$ 561,376.63 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,GO," R$ 4,127,887.45 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MS," R$ 9,081,331.01 "
GM 01393/2020,HOSPITAIS FILANTRÓPICOS,CENTRO-OESTE,MT," R$ 3,213,800.32 "
GM 01385/2020,UTI,SUDESTE,MG," R$ 2,880,000.00 "
GM 01384/2020,UTI,SUL,SC," R$ 18,000,000.00 "
GM 01379/2020,UTI,SUDESTE,RJ," R$ 3,744,000.00 "
GM 01377/2020,HPP PARA CUIDADOS PROLONGADOS,CENTRO-OESTE,MT," R$ 2,664,000.00 "
GM 01376/2020,UTI,NORDESTE,BA," R$ 3,024,000.00 "
GM 01375/2020,UTI,CENTRO-OESTE,MS," R$ 1,440,000.00 "
GM 01364/2020,UTI,CENTRO-OESTE,MS," R$ 11,088,000.00 "
GM 01362/2021,UTI,SUDESTE,SP," R$ 5,184,000.00 "
GM 01361/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,"-R$ 43,084.80 "
GM 01361/2020,UTI,NORTE,PA," R$ 2,880,000.00 "
GM 01360/2020,UTI,NORDESTE,CE," R$ 1,440,000.00 "
GM 01359/2020,UTI,NORDESTE,PE," R$ 12,096,000.00 "
GM 01358/2020,UTI,NORTE,PA,"-R$ 2,880,000.00 "
GM 01341/2021,UTI,NORTE,TO," R$ 960,000.00 "
GM 01341/2021,UTI,NORDESTE,BA," R$ 1,440,000.00 "
GM 01341/2021,UTI,NORDESTE,CE," R$ 576,000.00 "
GM 01341/2021,UTI,NORDESTE,MA," R$ 480,000.00 "
GM 01341/2021,UTI,NORDESTE,PB," R$ 576,000.00 "
GM 01341/2021,UTI,NORDESTE,PE," R$ 1,632,000.00 "
GM 01341/2021,UTI,SUDESTE,ES," R$ 1,440,000.00 "
GM 01341/2021,UTI,SUDESTE,MG," R$ 2,544,000.00 "
GM 01341/2021,UTI,SUDESTE,RJ," R$ 3,840,000.00 "
GM 01341/2021,UTI,SUDESTE,SP," R$ 1,968,000.00 "
GM 01341/2021,UTI,SUL,PR," R$ 1,104,000.00 "
GM 01341/2021,UTI,SUL,RS," R$ 768,000.00 "
GM 01341/2021,UTI,CENTRO-OESTE,GO," R$ 960,000.00 "
GM 01341/2021,UTI,CENTRO-OESTE,MS," R$ 720,000.00 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 71,808.00 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO," R$ 430,848.00 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 201,062.40 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 890,419.20 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 100,531.20 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 502,656.00 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 71,808.00 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 617,548.80 "
GM 01340/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 157,977.60 "
GM 01339/2021,UTI,NORDESTE,MA," R$ 192,000.00 "
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 28,723.20 "
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 100,531.20 "
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 71,808.00 "
GM 01338/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT," R$ 143,616.00 "
GM 01334/2021,UTI,SUDESTE,MG," R$ 192,000.00 "
GM 01333/2021,UTI,SUDESTE,SP," R$ 1,680,000.00 "
GM 01332/2021,UTI,SUDESTE,SP," R$ 912,000.00 "
GM 01331/2021,UTI,NORDESTE,SE," R$ 240,000.00 "
GM 01329/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 143,616.00 "
GM 01329/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 71,808.00 "
GM 01329/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 287,232.00 "
GM 01328/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 28,723.20 "
GM 01310/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 86,169.60 "
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 172,339.20 "
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 100,531.20 "
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 71,808.00 "
GM 01307/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 201,062.40 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO," R$ 201,062.40 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 746,803.20 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 43,084.80 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 86,169.60 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 14,361.60 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 933,504.00 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 71,808.00 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 315,955.20 "
GM 01306/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 315,955.20 "
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 129,254.40 "
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 143,616.00 "
GM 01305/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 143,616.00 "
GM 01304/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 172,339.20 "
GM 01304/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT," R$ 57,446.40 "
GM 01280/2020,UTI,SUL,RS," R$ 34,848,000.00 "
GM 01270/2020,UTI,NORDESTE,BA," R$ 6,624,000.00 "
GM 01269/2020,UTI,SUDESTE,RJ," R$ 720,000.00 "
GM 01266/2020,UTI,SUDESTE,SP," R$ 95,040,000.00 "
GM 01265/2020,UTI,NORDESTE,PI," R$ 4,608,000.00 "
GM 01245/2020,UTI,NORTE,PA," R$ 40,896,000.00 "
GM 01244/2020,UTI,SUL,RS," R$ 1,440,000.00 "
GM 01243/2020,UTI,NORDESTE,RN," R$ 36,144,000.00 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 57,446.40 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 71,808.00 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 86,169.60 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 172,339.20 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 143,616.00 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 157,977.60 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 71,808.00 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 114,892.80 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 71,808.00 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 43,084.80 "
GM 01242/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 588,825.60 "
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 114,892.80 "
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 315,955.20 "
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 57,446.40 "
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 157,977.60 "
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 359,040.00 "
GM 01241/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 2,872,320.00 "
GM 01240/2020,UTI,NORDESTE,MA," R$ 18,432,000.00 "
GM 01239/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 01239/2020,UTI,CENTRO-OESTE,MT," R$ 36,000,000.00 "
GM 01238/2020,UTI,NORDESTE,CE," R$ 29,088,000.00 "
GM 01237/2020,HPP PARA CUIDADOS PROLONGADOS,NORDESTE,RN," R$ 558,000.00 "
GM 01236/2020,UTI,CENTRO-OESTE,MT," R$ 1,872,000.00 "
GM 01235/2020,UTI,NORDESTE,AL," R$ 1,440,000.00 "
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 445,209.60 "
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 100,531.20 "
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 71,808.00 "
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 71,808.00 "
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 157,977.60 "
GM 01234/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 157,977.60 "
GM 01216/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 301,593.60 "
GM 01211/2020,UTI,CENTRO-OESTE,MS," R$ 1,440,000.00 "
GM 01208/2020,UTI,NORDESTE,BA," R$ 720,000.00 "
GM 01206/2020,UTI,SUL,PR," R$ 63,792,000.00 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 28,723.20 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 459,571.20 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 86,169.60 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 186,700.80 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 71,808.00 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 315,955.20 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ," R$ 143,616.00 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 201,062.40 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 71,808.00 "
GM 01192/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 71,808.00 "
GM 01191/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 114,892.80 "
GM 01190/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,"-R$ 71,808.00 "
GM 01189/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 71,808.00 "
GM 01188/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 100,531.20 "
GM 01187/2021,UTI,SUDESTE,MG,"-R$ 480,000.00 "
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 28,723.20 "
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 71,808.00 "
GM 01186/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 114,892.80 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 86,169.60 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 86,169.60 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 430,848.00 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 114,892.80 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 157,977.60 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 71,808.00 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 301,593.60 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 86,169.60 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 1,034,035.20 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 28,723.20 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 215,424.00 "
GM 01158/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT," R$ 445,209.60 "
GM 01150/2021,UTI,NORDESTE,PE," R$ 480,000.00 "
GM 01150/2021,UTI,SUDESTE,MG," R$ 240,000.00 "
GM 01150/2021,UTI,SUDESTE,SP," R$ 720,000.00 "
GM 01150/2021,UTI,SUL,SC," R$ 960,000.00 "
GM 01149/2021,UTI,NORTE,PA," R$ 1,632,000.00 "
GM 01149/2021,UTI,NORDESTE,AL," R$ 144,000.00 "
GM 01149/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 01149/2021,UTI,NORDESTE,PB," R$ 480,000.00 "
GM 01149/2021,UTI,NORDESTE,PE," R$ 4,608,000.00 "
GM 01149/2021,UTI,NORDESTE,RN," R$ 720,000.00 "
GM 01149/2021,UTI,NORDESTE,SE," R$ 384,000.00 "
GM 01149/2021,UTI,SUDESTE,MG," R$ 2,016,000.00 "
GM 01149/2021,UTI,SUDESTE,RJ," R$ 5,664,000.00 "
GM 01149/2021,UTI,SUDESTE,SP," R$ 4,944,000.00 "
GM 01149/2021,UTI,SUL,RS," R$ 672,000.00 "
GM 01149/2021,UTI,SUL,SC," R$ 1,728,000.00 "
GM 01149/2021,UTI,CENTRO-OESTE,MS," R$ 576,000.00 "
GM 01147/2021,UTI,NORDESTE,CE," R$ 720,000.00 "
GM 01147/2021,UTI,NORDESTE,PE," R$ 2,016,000.00 "
GM 01147/2021,UTI,SUDESTE,SP," R$ 240,000.00 "
GM 01137/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 114,892.80 "
GM 01137/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 287,232.00 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 71,808.00 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 2,355,302.40 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO," R$ 86,169.60 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 1,249,459.20 "
